generation,best_fitness,avg_fitness,best_distance,best_travel_time,best_violations,num_valid,num_invalid,unique_permutations,population_diversity
181,-9430.946076092932,-11581.261828559718,73494.1943224869,9430.946076092932,0,98,2,25,3.373684210526316
182,-9430.946076092932,-14871.983877483739,73494.1943224869,9430.946076092932,0,91,9,29,0.6
183,-9430.946076092932,-12208.44866107337,73494.1943224869,9430.946076092932,0,95,5,24,1.5947368421052632
184,-9430.946076092932,-11828.036502205037,73494.1943224869,9430.946076092932,0,96,4,29,3.9263157894736844
185,-9430.946076092932,-12323.829156509311,73494.1943224869,9430.946076092932,0,95,5,31,2.9789473684210526
186,-9430.946076092932,-10545.555564038073,73494.1943224869,9430.946076092932,0,98,2,26,1.7842105263157895
187,-9430.289266860935,-15665.41990303872,73488.72091222028,9430.289266860935,0,92,8,40,6.521052631578947
188,-9430.289266860935,-13932.075334177018,73488.72091222028,9430.289266860935,0,91,9,29,9.152631578947368
189,-9430.289266860935,-12829.240423356548,73488.72091222028,9430.289266860935,0,95,5,34,12.031578947368422
190,-9430.289266860935,-12728.816511289238,73488.72091222028,9430.289266860935,0,93,7,36,7.052631578947368
191,-9430.289266860935,-13342.719344758496,73488.72091222028,9430.289266860935,0,92,8,36,6.41578947368421
192,-9430.289266860935,-10496.369023415418,73488.72091222028,9430.289266860935,0,97,3,36,7.815789473684211
193,-9430.289266860935,-13071.341239761065,73488.72091222028,9430.289266860935,0,95,5,29,7.147368421052631
194,-9419.36625498566,-11849.73389673559,73397.69581325963,9419.36625498566,0,94,6,33,5.868421052631579
195,-9419.36625498566,-10346.625023204899,73397.69581325963,9419.36625498566,0,95,5,32,7.631578947368421
196,-9419.36625498566,-13739.515477360506,73397.69581325963,9419.36625498566,0,92,8,39,10.08421052631579
197,-9419.36625498566,-11365.537516835733,73397.69581325963,9419.36625498566,0,96,4,31,4.2105263157894735
198,-9419.36625498566,-14472.621697347888,73397.69581325963,9419.36625498566,0,89,11,35,6.3
199,-9419.36625498566,-14061.616248402996,73397.69581325963,9419.36625498566,0,91,9,37,6.7
200,-9419.36625498566,-15416.15699897607,73397.69581325963,9419.36625498566,0,93,7,35,3.4263157894736844
